Hour number,Solar,Wind,SolarTracking
1809,0.388059743,0.823192518,0.834211998
1810,0.33474617,0.843114733,0.844526518
1811,0.348421425,0.827301557,0.866509066
1812,0.318355276,0.704276619,0.822126434
1813,0.251076479,0.584521639,0.866948622
1814,0.195174018,0.404254103,0.892101837
1815,0.196917347,0.156736158,0.39853514
1816,0.306179992,0.03481876,0
1817,0.32657842,0,0
1818,0.501064843,0,0
1819,0.801180309,0,0
1820,0.876299466,0,0
1821,0.843838917,0,0
1822,0.69076374,0,0
1823,0.505332523,0,0
1824,0.306310474,0,0
1825,0.172773704,0,0
1826,0.118519061,0,0
1827,0.083857389,0,0
1828,0.03998607,0.003758164,0.003750146
1829,0,0.134067612,0.158797269
1830,0.106219424,0.363079126,0.493963576
1831,0.283817847,0.572996589,0.686772544
1832,0.397568238,0.718807126,0.771230481
1833,0.581680406,0.837944425,0.849681215
1834,0.638858997,0.853921397,0.855454756
1835,0.634580194,0.841966871,0.883576984
1836,0.598899327,0.744249385,0.881771891
1837,0.593223291,0.628870776,0.933699443
1838,0.622625502,0.405614315,0.90133256
1839,0.639968217,0.207124173,0.441769108
1840,0.708865729,0.037553623,0
1841,0.796933022,0,0
1842,0.870654394,0,0
1843,0.90683913,0,0
1844,0.922484759,0,0
1845,0.926964269,0,0
1846,0.92634456,0,0
1847,0.860453008,0,0
1848,0.656511372,0,0
1849,0.38125773,0,0
1850,0.192325912,0,0
1851,0.12667933,0,0
1852,0.075801825,0.0039938,0.003984892
1853,0,0.135838188,0.162282619
1854,0.038433503,0.365682364,0.499165534
1855,0.224669208,0.582718682,0.705082667
1856,0.374570706,0.74581875,0.804031636
1857,0.555987866,0.839701349,0.85129836
1858,0.583326987,0.870593513,0.87233213
1859,0.634827094,0.87025895,0.915455139
1860,0.581103822,0.766430015,0.91115605
1861,0.532187635,0.628697577,0.93357357
1862,0.490978615,0.425826132,0.930982523
1863,0.517187987,0.208852514,0.436852597
1864,0.496590473,0.038606406,0
1865,0.658081927,0,0
1866,0.860604941,0,0
1867,0.921691099,0,0
1868,0.927066361,0,0
1869,0.922787899,0,0
1870,0.887631412,0,0
1871,0.765755602,0,0
1872,0.549227985,0,0
1873,0.300262143,0,0
1874,0.132145181,0,0
1875,0.045650659,0,0
1876,0,0.004228353,0.004218491
1877,0.049429171,0.136389269,0.162921853
1878,0.275900133,0.365339952,0.495952357
1879,0.554882791,0.582647991,0.703453415
1880,0.661431527,0.738570788,0.794358228
1881,0.753714634,0.851637174,0.863627737
1882,0.803637837,0.880706606,0.882579696
1883,0.780799949,0.798176578,0.832659057
1884,0.771880969,0.765623139,0.911435228
1885,0.769904589,0.621516305,0.927096149
1886,0.768057784,0.427062172,0.936032503
1887,0.718585966,0.187012244,0.433826799
1888,0.564785398,0.038265255,0
1889,0.599449687,0,0
1890,0.743630191,0,0
1891,0.824420011,0,0
1892,0.842023587,0,0
1893,0.82753819,0,0
1894,0.766689713,0,0
1895,0.518486025,0,0
1896,0.304362524,0,0
1897,0.204752114,0,0
1898,0.154089296,0,0
1899,0.093635907,0,0
1900,0.04944244,0.004430472,0.00441968
1901,0,0.136249369,0.161563698
1902,0.077822651,0.364264637,0.492402465
1903,0.363390246,0.57812854,0.694462797
1904,0.614291245,0.735972295,0.791378568
1905,0.73605105,0.843388583,0.854800603
1906,0.734344195,0.866407973,0.868255828
1907,0.673162171,0.844317122,0.887561667
1908,0.5767332,0.757607166,0.901526488
1909,0.554177201,0.622586107,0.927420734
1910,0.564335549,0.410174764,0.910738226
1911,0.628292751,0.192242509,0.433472147
1912,0.662331874,0.037413846,0
1913,0.799295891,0,0
1914,0.892878753,0,0
1915,0.906401888,0,0
1916,0.893177782,0,0
1917,0.884578408,0,0
1918,0.82825701,0,0
1919,0.653156157,0,0
1920,0.488593317,0,0
1921,0.438264939,0,0
1922,0.374378651,0,0
1923,0.27538048,0,0
1924,0.097242722,0.004675338,0.00466345
1925,0.067936321,0.139402916,0.167706911
1926,0.265086007,0.367565924,0.497842441
1927,0.450001296,0.582719907,0.701536334
1928,0.50406346,0.738674669,0.793943949
1929,0.616404796,0.844951111,0.856289335
1930,0.668938103,0.858660311,0.86048187
1931,0.69630995,0.842821568,0.886032428
1932,0.706188501,0.773076524,0.921690881
1933,0.752147192,0.634185623,0.945141553
1934,0.816701434,0.380589156,0.867871676
1935,0.874404004,0.165136517,0.408456454
1936,0.848917199,0.0367602,0
1937,0.903108185,0,0
1938,0.925341718,0,0
1939,0.92759888,0,0
1940,0.926864904,0,0
1941,0.927371379,0,0
1942,0.915595286,0,0
1943,0.890851628,0,0
1944,0.813453849,0,0
1945,0.621477175,0,0
1946,0.391234566,0,0
1947,0.255371502,0,0
1948,0.166445441,0.005100269,0.005086731
1949,0.047679847,0.144182356,0.17844121
1950,0,0.372057941,0.509974858
1951,0.157114892,0.58850906,0.714839707
1952,0.368377849,0.752346446,0.811030808
1953,0.554304486,0.856549772,0.868459589
1954,0.592304052,0.896185496,0.898389079
1955,0.612377613,0.87725854,0.924450094
1956,0.605799823,0.796617817,0.949752776
1957,0.621265708,0.651943797,0.96733319
1958,0.697369048,0.438504401,0.955783912
1959,0.742589343,0.213758673,0.438626812
1960,0.725347855,0.039730279,0
1961,0.873963259,0,0
1962,0.9266289,0,0
1963,0.93,0,0
1964,0.93,0,0
1965,0.90995784,0,0
1966,0.74860664,0,0
1967,0.409163288,0,0
1968,0.143806259,0,0
1969,0.058647293,0,0
1970,0.038412283,0,0
1971,0.03549934,0,0
1972,0,0.005217245,0.005202811
1973,0,0.143437624,0.175810662
1974,0.255816182,0.372169246,0.506801433
1975,0.559939736,0.583772154,0.704014545
1976,0.679542367,0.747353291,0.803237669
1977,0.702622744,0.850143757,0.861326306
1978,0.73010171,0.889020366,0.891230547
1979,0.793923688,0.857846781,0.903566442
1980,0.835013874,0.783908593,0.936791626
1981,0.833995688,0.635244515,0.950400896
1982,0.827979031,0.419072313,0.931703761
1983,0.845874859,0.210748954,0.433783611
1984,0.805659754,0.038345196,0
1985,0.904178205,0,0
1986,0.925946727,0,0
1987,0.93,0,0
1988,0.93,0,0
1989,0.93,0,0
1990,0.879467519,0,0
1991,0.760024559,0,0
1992,0.549613039,0,0
1993,0.29944197,0,0
1994,0.104367961,0,0
1995,0.032741542,0,0
1996,0,0.005376923,0.005361431
1997,0,0.143722295,0.175663178
1998,0,0.373270398,0.507502683
1999,0.129672315,0.577626022,0.689614796
2000,0.21465014,0.73923001,0.793426556
2001,0.272230003,0.823288971,0.83309501
2002,0.287357956,0.866539533,0.868697141
2003,0.297315199,0.842590144,0.887194951
2004,0.277095558,0.754887971,0.900008685
2005,0.278890216,0.625192553,0.930508505
2006,0.292129362,0.401848063,0.897024207
2007,0.282670123,0.18945093,0.419158634
2008,0.221742985,0.033919988,0
2009,0.375852528,0,0
2010,0.786427958,0,0
2011,0.913315986,0,0
2012,0.899482304,0,0
2013,0.862140903,0,0
2014,0.837255585,0,0
2015,0.667133551,0,0
2016,0.444342232,0,0
2017,0.270364365,0,0
2018,0.176566728,0,0
2019,0.120399402,0,0
2020,0.095041401,0.005334288,0.005318287
2021,0.147410203,0.138717292,0.162733786
2022,0.510241602,0.365705663,0.484908017
2023,0.67974753,0.566719291,0.66285022
2024,0.619084775,0.728072287,0.778867822
2025,0.566858328,0.832763045,0.842987094
2026,0.412702077,0.871174966,0.8734191
2027,0.289901833,0.845616841,0.890671522
2028,0.181321413,0.764255321,0.911672436
2029,0.139324902,0.613443815,0.916231765
2030,0.13256729,0.409520929,0.908784178
2031,0.089253747,0.198939641,0.416110819
2032,0.140401572,0.033839574,0
2033,0.395976948,0,0
2034,0.872492058,0,0
2035,0.909409125,0,0
2036,0.870258005,0,0
2037,0.847821106,0,0
2038,0.790302869,0,0
2039,0.548714578,0,0
2040,0.328100192,0,0
2041,0.215832847,0,0
2042,0.236097476,0,0
2043,0.192831054,0,0
2044,0.085245449,0.004007276,0.003994768
2045,0.089189884,0.107200359,0.098832538
2046,0.084615501,0.280566575,0.294336273
2047,0.076448251,0.453664598,0.476956633
2048,0.129286184,0.600842648,0.618592869
2049,0.223518717,0.671681179,0.674999726
2050,0.286163438,0.76779558,0.769169988
2051,0.296009533,0.806766677,0.845944066
2052,0.271596036,0.671440103,0.777533358
2053,0.261861857,0.566385987,0.847843787
2054,0.44648328,0.33680644,0.769658384
2055,0.838825849,0.144515862,0.371979435
2056,0.783385796,0.028112242,0
2057,0.693709538,0,0
2058,0.757343264,0,0
2059,0.807060392,0,0
2060,0.832697578,0,0
2061,0.839106378,0,0
2062,0.845184093,0,0
2063,0.797684534,0,0
2064,0.788015017,0,0
2065,0.800398809,0,0
2066,0.794499593,0,0
2067,0.700145585,0,0
2068,0.652635887,0.003613341,0.003601609
2069,0.647002927,0.079666775,0.073315062
2070,0.603858184,0.195067901,0.171685137
2071,0.530501777,0.496596922,0.538144895
2072,0.468528241,0.660132553,0.689117585
2073,0.410893408,0.797182147,0.804696772
2074,0.455110658,0.835480159,0.837334503
2075,0.42228777,0.748961595,0.77699327
2076,0.37609562,0.743644164,0.887196187
2077,0.328771344,0.598003563,0.900586754
2078,0.300301255,0.360387622,0.835672357
2079,0.249240215,0.149317856,0.377509231
2080,0.222590213,0.031429922,0
2081,0.290412836,0,0
2082,0.449102635,0,0
2083,0.489411708,0,0
2084,0.427065641,0,0
2085,0.296580392,0,0
2086,0.259359782,0,0
2087,0.222682225,0,0
2088,0.214287542,0,0
2089,0.248583734,0,0
2090,0.225187973,0,0
2091,0.202179468,0,0
2092,0.14617446,0.006435951,0.006414258
2093,0.054137887,0.147054881,0.180212513
2094,0.045850757,0.355565071,0.454399599
2095,0.062772645,0.570900607,0.671403018
2096,0.088821861,0.73130557,0.781345742
2097,0.120066333,0.81193272,0.820512924
2098,0.183318988,0.815045146,0.8168536
2099,0.151119491,0.813251679,0.854340687
2100,0.122702726,0.760585161,0.908751072
2101,0.135848413,0.614176092,0.920021875
2102,0.186958918,0.418393297,0.927018754
2103,0.278646016,0.187577963,0.411689947
2104,0.486177523,0.032765168,0
2105,0.744451275,0,0
2106,0.853351239,0,0
2107,0.782678689,0,0
2108,0.640045314,0,0
2109,0.485719474,0,0
2110,0.533966059,0,0
2111,0.394614688,0,0
2112,0.234805746,0,0
2113,0.11801008,0,0
2114,0.047564571,0,0
2115,0,0,0
2116,0,0.00633011,0.006307963
2117,0,0.138330088,0.157150316
2118,0,0.371757391,0.494951797
2119,0,0.567076218,0.664672697
2120,0.120641651,0.734881643,0.786780121
2121,0.210612375,0.832705294,0.842562108
2122,0.236921899,0.810866263,0.812773254
2123,0.274145294,0.789442556,0.827537155
2124,0.2925572,0.708706176,0.841414476
2125,0.295750052,0.539931324,0.802759977
2126,0.347293981,0.373241457,0.858961369
2127,0.498040876,0.164071987,0.394098716
2128,0.63147201,0.032301733,0
2129,0.703644275,0,0
2130,0.798392615,0,0
2131,0.872841457,0,0
2132,0.866096921,0,0
2133,0.814218124,0,0
2134,0.802159875,0,0
2135,0.653565745,0,0
2136,0.44590844,0,0
2137,0.239902372,0,0
2138,0.11742304,0,0
2139,0.056357884,0,0
2140,0.041338533,0.007214496,0.007188318
2141,0,0.14884973,0.184365041
2142,0,0.367472132,0.485127038
2143,0.195998142,0.589323736,0.707464216
2144,0.317726107,0.739471938,0.791983113
2145,0.441050855,0.841722147,0.851693622
2146,0.471820904,0.868755498,0.871382922
2147,0.494489706,0.848275503,0.895921936
2148,0.471078344,0.769997274,0.923263702
2149,0.469110576,0.62901132,0.943515598
2150,0.50250916,0.420469496,0.934903751
2151,0.655948954,0.202626237,0.41248526
2152,0.690810476,0.034768577,0
2153,0.77940662,0,0
2154,0.878863695,0,0
2155,0.900175525,0,0
2156,0.878083099,0,0
2157,0.852633881,0,0
2158,0.855998331,0,0
2159,0.760924017,0,0
2160,0.582706191,0,0
2161,0.397247398,0,0
2162,0.218252923,0,0
2163,0.128910281,0,0
2164,0.125283211,0.007041732,0.00701525
2165,0.167476876,0.141929048,0.16366375
2166,0.491355546,0.342999924,0.423375457
2167,0.454220288,0.577471013,0.685787246
2168,0.453255971,0.737223597,0.788491341
2169,0.485856732,0.83096747,0.840245529
2170,0.493973198,0.843703155,0.846109614
2171,0.486387233,0.819665515,0.863683963
2172,0.478959065,0.660044611,0.765481926
2173,0.491128364,0.570549833,0.86380004
2174,0.512615348,0.367454057,0.855946594
2175,0.645737086,0.154008655,0.379985134
2176,0.67801492,0.030220236,0
2177,0.792661143,0,0
2178,0.90600767,0,0
2179,0.924854506,0,0
2180,0.922242904,0,0
2181,0.903617858,0,0
2182,0.882961242,0,0
2183,0.782519567,0,0
2184,0.663672475,0,0
2185,0.487159377,0,0
2186,0.311422156,0,0
2187,0.221390522,0,0
2188,0.149428642,0.007493817,0.007464635
2189,0.062123107,0.15432413,0.197276572
2190,0.131391481,0.383195013,0.522943216
2191,0.329112342,0.58937448,0.70594939
2192,0.47420006,0.736565651,0.787646239
2193,0.475566759,0.836328999,0.845797692
2194,0.470287712,0.80173485,0.803660289
2195,0.428964052,0.840422193,0.887874858
2196,0.416626207,0.757261239,0.909145929
2197,0.447358153,0.620909715,0.935016461
2198,0.489253183,0.41692051,0.933262373
2199,0.576766615,0.198599642,0.404708026
2200,0.510941239,0.032333786,0
2201,0.655751955,0,0
2202,0.815060456,0,0
2203,0.882789034,0,0
2204,0.892255569,0,0
2205,0.860346386,0,0
2206,0.777391288,0,0
2207,0.627192642,0,0
2208,0.427868822,0,0
2209,0.281623438,0,0
2210,0.203166536,0,0
2211,0.143478381,0,0
2212,0.078588437,0.008436299,0.008402289
2213,0.039724071,0.158227398,0.207957961
2214,0.129883651,0.38800995,0.53281503
2215,0.279512717,0.596259328,0.716570671
2216,0.276871542,0.746794359,0.799903534
2217,0.261531602,0.814629309,0.822844102
2218,0.2078785,0.852215152,0.85491566
2219,0.212454505,0.845831745,0.894123809
2220,0.209275944,0.768149941,0.921737288
2221,0.207770781,0.626205838,0.939700071
2222,0.181031107,0.409401722,0.916072476
2223,0.155795348,0.200596527,0.404644398
2224,0.139689615,0.033785917,0
2225,0.204863516,0,0
2226,0.594051205,0,0
2227,0.923096744,0,0
2228,0.93,0,0
2229,0.926543581,0,0
2230,0.911760017,0,0
2231,0.832169417,0,0
2232,0.673020747,0,0
2233,0.401628573,0,0
2234,0.206681896,0,0
2235,0.108331935,0,0
2236,0.087000131,0.008437882,0.008402719
2237,0.164344061,0.151921856,0.18820845
2238,0.377932014,0.382506437,0.513799126
2239,0.46791747,0.569349069,0.65879635
2240,0.509375742,0.670368178,0.705048481
2241,0.586922009,0.768836629,0.775214599
2242,0.452421986,0.795495914,0.797458404
2243,0.456372224,0.734761113,0.76390755
2244,0.500305307,0.675318651,0.791974258
2245,0.486181292,0.560277348,0.849998059
2246,0.446519317,0.349390809,0.824374184
2247,0.637549116,0.15452267,0.377324253
2248,0.645778086,0.030163858,0
2249,0.594787511,0,0
2250,0.745241297,0,0
2251,0.850806051,0,0
2252,0.884800331,0,0
2253,0.891485871,0,0
2254,0.830997224,0,0
2255,0.74658405,0,0
2256,0.666769985,0,0
2257,0.557480277,0,0
2258,0.415145156,0,0
2259,0.261408135,0,0
2260,0.162292068,0.008487064,0.008450518
2261,0.121807178,0.15545227,0.196973923
2262,0.273639086,0.382839785,0.513835353
2263,0.398921005,0.558059606,0.641256101
2264,0.467928276,0.733192026,0.781154883
2265,0.497106027,0.824784552,0.833022039
2266,0.531431224,0.810309729,0.812477169
2267,0.627330348,0.755106648,0.787144854
2268,0.6870715,0.730983545,0.877749091
2269,0.742614993,0.606883394,0.92328257
2270,0.8032991,0.390181277,0.900422414
2271,0.891294118,0.166365814,0.38830789
2272,0.867591705,0.030634189,0
2273,0.900265708,0,0
2274,0.926017467,0,0
2275,0.93,0,0
2276,0.93,0,0
2277,0.926696364,0,0
2278,0.927086168,0,0
2279,0.886635031,0,0
2280,0.844319598,0,0
2281,0.753875102,0,0
2282,0.603559013,0,0
2283,0.431498765,0,0
2284,0.305061875,0.009072842,0.00903251
2285,0.196503093,0.157547987,0.202335857
2286,0.357537515,0.382630366,0.512981798
2287,0.471515642,0.599475731,0.718791421
2288,0.668766649,0.752720855,0.805442071
2289,0.782760553,0.85104009,0.86038975
2290,0.83287865,0.838199127,0.840791127
2291,0.857164573,0.816647015,0.861168498
2292,0.881100055,0.669873541,0.783596076
2293,0.907209421,0.548144913,0.83151668
2294,0.913682769,0.393241844,0.909648722
2295,0.904598208,0.162673999,0.383726645
2296,0.860721191,0.031021459,0
2297,0.869508133,0,0
2298,0.918500152,0,0
2299,0.926461285,0,0
2300,0.925598744,0,0
2301,0.915460841,0,0
2302,0.877328697,0,0
2303,0.785802023,0,0
2304,0.664678961,0,0
2305,0.53529134,0,0
2306,0.415754276,0,0
2307,0.289135598,0,0
2308,0.197526216,0.009604531,0.009560459
2309,0.101479871,0.161599412,0.212759222
2310,0.384753561,0.390799414,0.532346135
2311,0.617519478,0.601953244,0.72160344
2312,0.614496492,0.748606258,0.800516123
2313,0.643401325,0.847282445,0.856507454
2314,0.630993615,0.869711479,0.872935327
2315,0.628186519,0.848668234,0.899030696
2316,0.653746828,0.692399258,0.822015521
2317,0.664107336,0.598111155,0.912581967
2318,0.712968497,0.380563596,0.889196843
2319,0.751662713,0.145182671,0.36122127
2320,0.724201815,0.029100129,0
2321,0.81224652,0,0
2322,0.890690406,0,0
2323,0.922077911,0,0
2324,0.914918224,0,0
2325,0.85161464,0,0
2326,0.682730073,0,0
2327,0.489696452,0,0
2328,0.251640424,0,0
2329,0.107895309,0,0
2330,0.050189903,0,0
2331,0,0,0
2332,0,0.009924585,0.009877636
2333,0,0.159561976,0.204888743
2334,0,0.38968815,0.527984305
2335,0,0.587757494,0.69778582
2336,0.091882668,0.735790837,0.784672357
2337,0.17152169,0.835736476,0.844449304
2338,0.119113211,0.86035503,0.863636504
2339,0.111578799,0.837351553,0.886711617
2340,0.100786138,0.75284469,0.905724086
2341,0.086980848,0.597125386,0.903792969
2342,0.065896837,0.398875899,0.901050862
2343,0.046945332,0.192560888,0.387523869
2344,0,0.031231052,0
2345,0,0,0
2346,0.206736075,0,0
2347,0.842798589,0,0
2348,0.926752791,0,0
2349,0.920294782,0,0
2350,0.858606919,0,0
2351,0.754514633,0,0
2352,0.542810417,0,0
2353,0.319342235,0,0
2354,0.231419583,0,0
2355,0.239687684,0,0
2356,0.378619506,0.008927958,0.008884447
2357,0.559209299,0.147533499,0.17213619
2358,0.637139086,0.365884015,0.466418923
2359,0.385790635,0.595120863,0.709838086
2360,0.286967898,0.702800184,0.744401418
2361,0.281159365,0.753390446,0.759083622
2362,0.200700676,0.759840777,0.761817843
2363,0.126529842,0.796591628,0.839759048
2364,0.085974425,0.68883581,0.819291642
2365,0.075290528,0.55065898,0.837218767
2366,0.048360904,0.368381694,0.856502995
2367,0.033259169,0.150631939,0.363139734
2368,0,0.021510705,0
2369,0.337747658,0,0
2370,0.740262101,0,0
2371,0.634247739,0,0
2372,0.683460719,0,0
2373,0.89727042,0,0
2374,0.669601076,0,0
2375,0.511461157,0,0
2376,0.48399334,0,0
2377,0.501404444,0,0
2378,0.413487961,0,0
2379,0.246369843,0,0
2380,0.129247553,0.008959568,0.008914602
2381,0.111541564,0.137161589,0.145321514
2382,0.137103131,0.352750609,0.431745549
2383,0.15664599,0.531095041,0.592952742
2384,0.089589503,0.63072632,0.653623844
2385,0.075890443,0.650232287,0.652504825
2386,0.035385198,0.81098382,0.813597323
2387,0.032372363,0.719176243,0.748315699
2388,0.033709316,0.672815402,0.793899476
2389,0.044127535,0.55120638,0.838516529
2390,0.043564884,0.354044249,0.835362608
2391,0.062927854,0.149897906,0.362417443
2392,0.128571832,0.022409493,0
2393,0.352677618,0,0
2394,0.494980427,0,0
2395,0.48489932,0,0
2396,0.488927332,0,0
2397,0.494738545,0,0
2398,0.489415259,0,0
2399,0.403116142,0,0
2400,0.330270289,0,0
2401,0.295522122,0,0
2402,0.349444807,0,0
2403,0.526052895,0,0
2404,0.718846842,0.009656792,0.009606943
2405,0.828220071,0.152192221,0.180146191
2406,0.898870991,0.382624103,0.504581675
2407,0.864521314,0.590382266,0.697786142
2408,0.782643383,0.74495641,0.793573969
2409,0.724581236,0.8346779,0.842701482
2410,0.689814101,0.825125131,0.827949991
2411,0.701982009,0.816324456,0.863457652
2412,0.717275974,0.718629322,0.865785315
2413,0.797490052,0.537208256,0.816695461
2414,0.836771139,0.387870885,0.902905837
2415,0.86630975,0.14633828,0.356358281
2416,0.869000017,0.026056817,0
2417,0.793483516,0,0
2418,0.815287455,0,0
2419,0.865516806,0,0
2420,0.865545615,0,0
2421,0.836039301,0,0
2422,0.813747827,0,0
2423,0.707020655,0,0
2424,0.666086266,0,0
2425,0.631048588,0,0
2426,0.565425487,0,0
2427,0.47956595,0,0
2428,0.36810033,0.010327013,0.010272222
2429,0.419432945,0.151343563,0.178959959
2430,0.610336365,0.33533991,0.392721663
2431,0.582770887,0.527044334,0.58597033
2432,0.481066727,0.719420951,0.762462589
2433,0.430688384,0.821174708,0.828418709
2434,0.40295322,0.800147695,0.802694907
2435,0.48106188,0.730116202,0.761168285
2436,0.601839737,0.68285871,0.812810228
2437,0.689323114,0.484957187,0.699856822
2438,0.713877134,0.323214385,0.774763169
2439,0.728050972,0.159098463,0.36938277
2440,0.700771894,0.026878978,0
2441,0.753948024,0,0
2442,0.847397805,0,0
2443,0.876482638,0,0
2444,0.859544726,0,0
2445,0.80269552,0,0
2446,0.75223924,0,0
2447,0.743464502,0,0
2448,0.739167725,0,0
2449,0.66819181,0,0
2450,0.571080902,0,0
2451,0.482306653,0,0
2452,0.480376531,0.011402607,0.011340467
2453,0.475581275,0.166868252,0.221823415
2454,0.641765802,0.39296075,0.531183269
2455,0.64377848,0.597865879,0.712004361
2456,0.568303579,0.726108091,0.77073649
2457,0.496183503,0.816943456,0.824159982
2458,0.429239586,0.812490336,0.815336379
2459,0.435067363,0.734952354,0.767213021
2460,0.433447236,0.699586232,0.840499788
2461,0.424533385,0.515604507,0.774519066
2462,0.400996708,0.357391041,0.848223318
2463,0.547901033,0.15638114,0.363225006
2464,0.570467999,0.026030731,0
2465,0.585979328,0,0
2466,0.738333029,0,0
2467,0.84947316,0,0
2468,0.899756284,0,0
2469,0.876296487,0,0
2470,0.809076882,0,0
2471,0.793175608,0,0
2472,0.723975593,0,0
2473,0.431190697,0,0
2474,0.12793891,0,0
2475,0,0,0
2476,0.052828954,0.011717414,0.011651874
2477,0.098695243,0.165914391,0.218131111
2478,0.218516277,0.394232009,0.534131661
2479,0.419943636,0.558100087,0.638436553
2480,0.466519975,0.611583311,0.630368711
2481,0.434029157,0.764411617,0.769922067
2482,0.361736584,0.83315373,0.836480636
2483,0.364506094,0.822698975,0.872684352
2484,0.361117582,0.72713207,0.879631679
2485,0.369100438,0.58907929,0.902840796
2486,0.410515852,0.405424136,0.923280146
2487,0.578469022,0.180045387,0.36399108
2488,0.613691951,0.02577763,0
2489,0.673114831,0,0
2490,0.746798785,0,0
2491,0.772701273,0,0
2492,0.744639059,0,0
2493,0.708511002,0,0
2494,0.721943812,0,0
2495,0.681785165,0,0
2496,0.628094623,0,0
2497,0.607257909,0,0
2498,0.504691433,0,0
2499,0.416380493,0,0
2500,0.373029967,0.012680325,0.012607568
2501,0.488214167,0.172060732,0.237557337
2502,0.757406534,0.403226469,0.554495891
2503,0.705559572,0.607491825,0.726587324
2504,0.679329564,0.754055571,0.805165659
2505,0.641913084,0.850490101,0.859025589
2506,0.537952541,0.855068222,0.858861529
2507,0.434607225,0.783440849,0.827008026
2508,0.365117941,0.739374818,0.895633774
2509,0.380925292,0.59397213,0.908945685
2510,0.384591934,0.380320281,0.886262339
2511,0.387947286,0.163287232,0.361418434
2512,0.290673996,0.030214914,0
2513,0.408715877,0,0
2514,0.812373594,0,0
2515,0.923164276,0,0
2516,0.927078419,0,0
2517,0.922395211,0,0
2518,0.914062859,0,0
2519,0.880017471,0,0
2520,0.79769259,0,0
2521,0.616951921,0,0
2522,0.468999508,0,0
2523,0.502345279,0,0
2524,0.644730853,0.01204255,0.011971732
2525,0.691577802,0.167311211,0.220311578
2526,0.698674196,0.397539378,0.537885693
2527,0.563719279,0.603637359,0.719535622
2528,0.439780738,0.750668378,0.800806179
2529,0.334711203,0.824906111,0.832379335
2530,0.273854718,0.857451366,0.861368358
2531,0.207424073,0.775857506,0.818060909
2532,0.192747333,0.688224335,0.825931564
2533,0.200256563,0.577258404,0.886755681
2534,0.18926001,0.382647007,0.88683435
2535,0.163625903,0.179516907,0.360593111
2536,0.144406838,0.028638939,0
2537,0.234886364,0,0
2538,0.531001921,0,0
2539,0.814948611,0,0
2540,0.865005805,0,0
2541,0.861706208,0,0
2542,0.866464746,0,0
2543,0.805756257,0,0
2544,0.72197145,0,0
2545,0.573877997,0,0
2546,0.415857648,0,0
2547,0.27970313,0,0
2548,0.161443349,0.012733006,0.012656316
2549,0.129855534,0.162589045,0.20567287
2550,0.409356381,0.391301139,0.521551503
2551,0.551039268,0.593596145,0.701746477
2552,0.503420557,0.733877421,0.779740624
2553,0.480198841,0.814649954,0.821546598
2554,0.418987478,0.781821046,0.784443081
2555,0.362358492,0.766907482,0.806855145
2556,0.362196291,0.72116458,0.873678185
2557,0.325619884,0.55030046,0.848662732
2558,0.29600123,0.374635407,0.880561031
2559,0.254971253,0.160938844,0.358420978
2560,0.179635018,0.026268992,0
2561,0.241977449,0,0
2562,0.453301983,0,0
2563,0.696509583,0,0
2564,0.82575767,0,0
2565,0.826741091,0,0
2566,0.780091204,0,0
2567,0.700002123,0,0
2568,0.616597896,0,0
2569,0.530456384,0,0
2570,0.488924897,0,0
2571,0.41838863,0,0
2572,0.403859389,0.012799994,0.012721102
2573,0.438561589,0.162313053,0.205129744
2574,0.664644505,0.382466856,0.49961682
2575,0.633271431,0.554629354,0.630950409
2576,0.578013811,0.655455823,0.68409793
2577,0.564663902,0.747361332,0.752343791
2578,0.495920992,0.825655243,0.82913386
2579,0.393913511,0.796104776,0.843432078
2580,0.313362259,0.699964727,0.845706713
2581,0.307703475,0.524100139,0.802090138
2582,0.352879745,0.353762956,0.845158896
2583,0.361077192,0.176589641,0.354618321
2584,0.33704787,0.028141729,0
2585,0.494211893,0,0
2586,0.813869061,0,0
2587,0.916140293,0,0
2588,0.910755715,0,0
2589,0.896430115,0,0
2590,0.903991143,0,0
2591,0.885799991,0,0
2592,0.859002003,0,0
2593,0.847011403,0,0
2594,0.847603769,0,0
2595,0.860968429,0,0
2596,0.861458491,0.013449359,0.013364567
2597,0.879909121,0.172024746,0.232641052
2598,0.876737217,0.3974054,0.535611883
2599,0.855524615,0.586462078,0.688232461
2600,0.839865224,0.678505564,0.713586043
2601,0.794361609,0.816262035,0.822973395
2602,0.635157125,0.808669929,0.811870055
2603,0.495903613,0.804590682,0.853723185
2604,0.406832733,0.673551984,0.806084797
2605,0.32461261,0.590214622,0.906918283
2606,0.283637043,0.365087169,0.863890467
2607,0.292205432,0.173599241,0.349357837
2608,0.356834653,0.024026069,0
2609,0.473547635,0,0
2610,0.661196335,0,0
2611,0.805721821,0,0
2612,0.85200546,0,0
2613,0.850222248,0,0
2614,0.842237242,0,0
2615,0.765182052,0,0
2616,0.698544555,0,0
2617,0.697275976,0,0
2618,0.664428283,0,0
2619,0.628630849,0,0
2620,0.579124983,0.013259052,0.013173622
2621,0.539426657,0.15887367,0.19337979
2622,0.472570786,0.362195597,0.450080674
2623,0.43676278,0.575848118,0.670256041
2624,0.395544257,0.72069107,0.763934571
2625,0.384077986,0.765739292,0.771002397
2626,0.241474728,0.822814486,0.826512363
2627,0.135483327,0.760049428,0.801335393
2628,0.105056807,0.663958882,0.793198341
